UniqueCount	AmbigCount
0	0
0	0
0	0
1	4
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	3
0	0
0	0
0	0
13	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
1	0
0	0
24	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1914	42
390	582
39440	4540
5864	21
28	2
1859	121
10445	35
806	1
136	0
4399	15
2005	3
81	0
4811	7
0	0
0	0
12	274
17	0
0	0
0	142
0	583
0	0
0	0
0	0
0	0
1	9
0	3
0	183
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	22
0	22
0	22
0	13
0	13
0	0
0	0
0	0
2	853
0	785
0	502
0	0
0	0
0	0
0	0
0	17819
0	11121
0	3
0	0
0	498
0	513
0	2
0	1052
0	673
0	1013
12	8564
4	9278
3	9271
0	9868
0	3637
0	402
0	1247
0	2062
0	567
0	2034
0	1714
0	1502
0	6
0	0
101	44
2	14
0	4
3	43
1	177
0	143
0	12
0	162
0	3
0	169
0	158
0	169
0	132
0	0
0	0
0	0
0	0
0	0
405	149
4	148
0	0
0	0
0	0
0	26210
0	23058
0	0
0	1312
0	1437
0	3
0	343
289	494
0	360
0	336
0	231
0	2
1	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	336
0	0
0	121
0	166
1	121
0	487
0	506
0	0
0	122
0	0
0	0
28	0
140	795
1	762
5	460
2	388
4	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
20	85
0	10
0	10
0	0
0	71
6	33274
4	16353
35	27310
7	13951
0	28932
7	10103
0	14002
6	21019
1	1478
39	1300
19	1002
0	511
27	1034
0	49
0	0
0	0
0	0
0	0
0	0
0	0
0	21
0	18
0	1
1	0
57	1078
0	0
0	0
20	172
0	265
0	932
2	839
0	133
1	141
0	56
0	53
0	67
2	49
379	0
0	0
120	33
17	34
2	3
0	0
0	0
1	2
22	0
0	8
0	6
0	4
0	3394
0	3398
0	3172
0	836
2	24
0	17
0	0
0	0
0	167
0	342
0	436
0	321
0	382
0	178
0	173
0	50
1	694
0	158
0	403
0	701
0	121
0	331
0	289
0	31
2	4
196	3326
0	320
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
20	240
10	0
79	0
7	0
125	1122
6	1095
7	591
5	830
0	0
0	522
0	543
0	0
1	31
8	75
4965	6
0	10
0	1
0	12
0	1
0	1
0	0
0	12
0	10
0	11
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	43
0	13
6	89
2	72
0	25
0	25
0	39
0	22
4	40
0	52
81	4152
58	81896
124	27122
0	74756
0	75756
20	422
1	193
18	51
0	28067
18	25686
0	9060
9	1165
3	81610
0	72803
4447	5084
0	459
3	3883
2	3671
2	572
0	1442
0	1426
2	312
0	947
0	594
0	0
6237	7185
18	5649
0	4148
0	0
0	0
0	1
0	1
0	0
0	0
0	0
1	0
5	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	58
4	612
0	176
5	114
13	591
2	360
3	6
2	459
5	560
0	150
0	18
1	72
0	60
3	178
1	172
1	1
89	87
0	1
27	612
1	16
1	45
0	70
0	18
0	17
0	18
0	17
0	20
0	70
0	1
0	0
0	1
0	1
0	0
0	0
0	1
0	0
0	0
2	0
0	0
0	0
1	7
0	19
28	19
0	19
0	7
1	0
0	11
0	0
0	0
0	0
0	0
0	2
39	2
0	236
2	208
1	152
0	83
0	6
0	96
2	206
0	214
0	164
0	57
0	211
1	125
0	208
0	161
2	204
0	199
0	3
1	167
0	4
0	192
0	37
0	157
0	81
2	175
0	57
0	140
0	185
1	188
0	143
0	103
0	71
0	13
0	125
0	154
0	144
13	300
366	633
1	489
0	381
0	3
0	3
0	0
0	3
0	1
0	1
0	0
0	0
0	3
0	3
0	3
25	443
1	199
93	507
0	89
2	181
1160	1842
0	297
10	1544
118	9309
0	662
23	92
1	301
0	71
7	265
0	1989
3	304
14	445
0	60
2	9253
0	9386
0	8758
7	10
0	10
5	214
0	15
0	138
1	227
17	236
1	36
3	12
2	29
0	13
2	1
173	612
3	589
1	31
0	11
0	8
0	0
0	0
0	0
0	0
0	0
121	216
2	107
0	77
0	95
1	8
0	74
0	150
0	41
0	31
0	33
0	4
0	122
0	40
0	0
0	0
0	0
0	0
0	0
0	0
0	387
2	387
0	1322
2	140
0	1321
61	63
0	63
1062	2811
0	2536
0	302
3	310
181	2187
105	2187
15	665
0	610
2	91
27	568
53	575
18	251
14	151
6	199
1	407
0	148
0	0
0	0
95	639
20	310
94	572
8	374
1	99
0	310
3	39
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	2
0	1
0	1
0	0
1	0
20	246
44	309
1	263
0	14
0	13
1283	742
1	16
9	630
2	24
6	94
35	645
1	603
0	217
0	404
1	354
5	485
0	546
3	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
96	287
0	287
1	44
2	8
10	5
1	1
0	1
256	358
0	91
1	65
0	242
1	105
3	207
0	13
1169	825
4	662
1	45
3	86
0	751
0	0
0	0
126	0
0	0
0	0
0	0
1927	2233
0	189
3	1248
1	1224
0	502
0	139
0	84
0	5
0	3
0	4
0	28518
0	24801
0	24747
0	24854
18	21
1	21
5	20
9	100
401	100
1	52
0	17
0	26
0	23
0	4
2	192
2	132
1	20
0	1
0	50
0	110
0	135
0	14
0	12
2	69
0	148
2	155
1	2
0	9
0	23
2	100
0	27
0	3
0	3
0	1
0	0
0	0
24	362
6	312
0	77
1	53
1	14
276	37
0	1
0	3
11	32
0	71
0	68
0	104
5	6
0	57
1	0
0	17
0	25
0	0
0	44
8	31
31	67
75	5792
0	524
5	56
6	476
7	2464
2	46
6	2519
1	3284
0	300
0	2564
23	107
0	359
0	378
2	206
1	1
0	461
3	2697
1	1051
0	613
0	632
0	5004
0	4677
8	2208
0	2208
62	233
0	299
2	297
23	568
0	164
0	469
2	429
2	395
34	390
1	49
0	115
0	20
0	23
41	199
34	108
0	201
0	326
1	418
7	4
36	546
1	0
0	0
0	0
2	0
0	0
0	0
0	0
1	286
3	267
5	1067
0	126
0	45
0	364
0	409
0	131
0	93
0	71
1	3
0	168
2	853
0	0
0	0
3	612
0	489
0	613
0	553
44	673
32	248
0	540
0	473
1	693
0	530
0	0
0	221
0	410
0	0
0	14
0	0
0	0
14	41
0	0
0	0
0	1
1	0
0	0
3	1
5	161
0	0
0	0
11	28
0	17
26	837
0	155
0	328
0	80
0	246
2	54
3	211
0	78
0	837
0	532
2	289
87	738
3	483
5	0
3	0
1	0
0	0
1	0
1	259
1	46
0	129
0	92
3	207
1	42
0	33
0	49
4	70
0	178
0	2
0	1
0	2
0	3
0	0
1	30
4	62
1	34
0	59
0	55
0	23
1	13
0	15
0	56
0	444
0	455
0	331
0	374
0	393
0	384
0	388
1	303
0	365
0	343
14	260
0	32
1	3
0	0
0	462
0	457
2	439
0	453
0	320
0	424
0	434
0	7
0	10
0	7
0	2
0	9
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	916
0	75
425	1
164	35
0	34
0	1
1	1
2	546
0	570
0	290
0	276
0	245
1	317
0	238
0	22
1	12
0	24
0	60
0	24
0	26
0	1
0	29
0	43
0	12
0	89
1	131
0	116
0	31
0	0
2	0
2	2
0	526
16	551
4	573
0	565
1	525
0	524
38	1127
4	130
0	720
0	0
1	1063
0	88
0	82
0	99
222	748
8	640
1	0
24	747
35	1222
5	115
0	772
1	69
1	32
1	397
13	25
10	981
0	22
0	73
13	483
0	78
2	111
1	18
0	0
4	31
10	158
6	34
0	131
4	128
0	126
730	381
1	97
0	108
0	109
6	347
0	75
9	8
0	624
0	652
7	168
0	2
0	22
1	1
0	71
0	13
0	3
0	2
2	81
47	107
5	37
1	529
33728	38538
0	10033
2	24986
6	430
5	717
99	5458
52	8079
16	173
17	22
13	180
794	3384
3	3104
2	137
0	120
1	496
8	376
0	261
1	1
324	369
2	314
1	36
19	71
0	239
2	30
0	19
0	8
0	2
0	9
0	231
0	11
5	62
0	16
0	159
0	15
0	14
0	0
20	21
0	17
0	13
0	1
26	9329
0	9382
4	165
12	5632
21	4438
14	317
28	9
12	66
684	1
49	96
0	529
172	725
10	232
0	847
61	973
0	838
0	69
1	31
0	0
3	144
0	16
1	23
0	65
0	49
1	52
0	54
0	1
1	1
0	333
0	112
0	106
0	116
0	221
4	311
0	277
0	321
0	5
0	0
0	23
0	38
0	1
2	36
0	8
0	4
0	1
0	0
0	1
0	11
2	18
1	25
0	12
2	0
0	0
0	0
0	0
0	0
0	315
1	272
0	173
0	166
0	61
0	66
0	13
0	265
3842	3181
0	3176
18	19
0	18
0	4
1	4
0	8
0	0
0	0
0	0
0	0
0	0
0	887
0	73
1	41
0	28
0	37
0	24
0	33
0	36
0	28
0	34
1	21
0	23
0	24
0	36
0	36
0	36
0	30
0	29
0	33
0	33
0	21
0	11
0	33
0	24
0	35
0	34
0	35
0	38
0	35
0	28
0	30
0	31
0	24
0	37
0	23
0	23
0	34
0	22
0	27
0	35
0	18
0	32
0	21
0	31
0	25
0	29
0	16
0	23
0	4
0	9
0	4
0	7
0	9
0	11
0	6
0	7
0	4
0	1
0	0
16	157
0	153
0	34
2	10
2	7
2	2
86	599
0	111
0	145
0	188
0	131
1	412
0	0
0	0
0	0
125	1625
0	1580
1	504
3	78
0	95
0	76
0	2
2	7
0	46
23	9627
0	9626
3	11372
1	0
2103	11897
0	11064
14	8378
3	8016
19	8747
9	48
289	2506
0	11089
0	91
52	1017
7	359
3	311
3	973
5	1119
28	324
6	657
4	973
0	166
0	156
0	156
3	0
13	0
5	67
0	133
0	202
1	31
0	45
0	51
0	149
8	132
0	138
0	0
20	209
0	40
1	162
0	170
1	79
1	45
3	24
0	88
2	20
0	2
0	33
2	32
0	54
0	42
0	22
0	90
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	6
0	0
0	7
0	7
0	1
0	0
0	7
9	628
1	544
0	333
0	389
1	1
15	115
4	110
0	299
0	235
0	137
98	4728
1	1307
0	2473
1	2420
2	1889
11	1975
0	511
2	4
1	106
8	23
0	3591
210	67
0	3
7	64
0	118
0	260
0	0
0	288
7	435
0	68
0	334
0	268
0	314
0	383
0	394
0	391
0	382
0	384
0	315
0	362
0	15
18	338
0	125
0	301
0	351
0	40
0	240
1	269
0	11
1	164
0	7
0	45
1	6
0	1
0	1
0	1
39	6438
37	7257
23	3539
20	204
0	4028
11	7
0	51
0	845
0	282
7	865
20	992
4	64
1	53
2	560
1	18
0	19
0	60
0	30
0	41
0	53
0	0
0	1
0	1
0	1
0	0
0	0
0	1
0	0
0	0
0	1
0	0
0	0
2	1094
0	714
3	1093
2	294
0	515
42	89
1	61
1	73
0	15
0	43
0	0
0	5543
0	1477
0	1794
0	1322
0	1392
14	1369
22	140
0	1306
0	464
261	5508
0	761
2	353
8	457
6	252
0	43
1	18
3	20
0	45
0	48
2	38
0	33
0	18
0	1
0	1
0	0
0	1
0	2
0	5
0	4
0	3
0	3
0	3
0	2
0	1
0	5
226	234
0	165
0	1
35	68
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	7
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	5845
80	10525
13	5134
0	2442
0	5557
0	5033
0	10526
1	149
0	1032
49	1436
1	2
0	291
9	119
0	159
1	77
2	292
1	226
0	203
1	44
3	1066
2	377
0	43
0	288
1	20
2	55
0	258
0	310
1	28
2	12
0	50
7	166
0	24
0	29
0	269
0	0
0	0
0	0
0	0
0	66
95	3611
0	3187
0	3493
0	3314
13	3135
0	3165
0	237
0	207
0	1266
0	1905
1	8
7	16
0	1632
0	266
0	220
0	92
0	273
1	83
4	492
2	270
2	202
6	76
0	84
1	8
0	122
0	19
0	19
0	24
8	287
0	112
0	278
0	4
19	4
0	4
1	282
0	122
1	37
0	38
20	23
0	51
1	27
0	7
0	32
0	2
0	26
0	11
1	3
0	4
1	20
1	3
0	2
0	0
0	0
0	0
0	0
0	41
19	670
0	56
4	685
3	8
1	505
0	257
0	65
0	87
0	38
3	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	252
1	274
0	222
4	212
0	21
0	3
0	43
0	53
0	109
0	25
0	500
30	1991
10	1254
0	994
0	550
11	978
0	729
0	294
5	285
3	40
0	276
1	397
0	295
0	474
1	63
7	28
7	10
0	33
6	59
0	28
0	692
1	626
4	600
0	528
0	15
3	28
0	0
1735	117855
18	2
0	98129
1	37305
67	106454
1	94231
0	90886
4	104590
21	60065
7	85001
771	88411
0	0
0	0
0	0
149	0
54	30
1	5
0	6
491	431
14	427
0	8
0	109
0	80
0	54
9	412
0	108
11	607
0	90
0	412
0	67
0	118
3	610
0	321
2068	341
8	239
7	79
1	156
117	551
0	486
0	103
16	11
3	81
0	221
1	21
1	26
1	124
1	130
0	64
12	25
5	2460
15	524
6	431
3	2732
0	406
2	3008
0	2754
2	2712
0	3243
1	2993
0	2643
0	740
0	33
0	12
2	675
9	57
6	342
0	585
0	581
0	492
0	474
5	162
2	354
0	173
1	167
4	0
0	2849
0	2771
1	2965
0	0
0	0
0	345
16	516
0	453
0	216
0	278
1	80
2	129
0	30
0	78
0	24
6	0
0	61
0	0
1	343
0	335
0	298
0	340
0	332
0	7
0	13
0	134
0	126
0	133
0	1
0	343
3	601
0	34
0	0
0	0
0	0
0	0
80	218
0	135
0	21
0	215
1	172
4	43
6	258
0	293
2	13
23	401
0	14
1	119
0	22
0	6
9	26
0	7
0	4
0	5
0	4
0	1
0	7
0	8
0	9
2	9
0	0
0	0
0	9
0	2
0	2
0	9
1	316
0	0
0	11
0	310
0	6
0	18
0	308
0	2
0	305
0	310
0	59
0	309
0	41
0	11
0	277
0	0
0	2
2	6
0	6
0	2
0	1
0	4
0	19
0	907
0	276
65	812
0	184
8	1002
0	925
57	909
28	900
3	12
0	72
0	73
1	1
5	79
8	602
0	780
0	1193
0	1247
1	117
0	91
2	41
0	1216
24	1217
32	1159
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	32
0	287
379	288
1	76
1	134
0	134
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	112
0	90
0	112
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	111
0	111
0	111
2	1
0	93
0	110
13	1254
11	1113
3	795
9	1025
0	989
0	80
4	71
0	48
0	38
0	28
0	4
0	47
1	36
0	124
0	98
0	20
2	13
1	53
2	40
4	39
0	47
0	31
7	18
0	18
0	1218
0	400
0	1058
5	782
0	72
1	13
0	4
1	0
2	14
0	650
11	177
2	182
0	24
0	89
0	62
1	21
0	104
8	50
60	1603
6	1457
1	669
0	439
1	1348
0	73
0	98
0	137
0	44
27	235
0	89
0	34
0	57
0	67
0	0
0	0
0	0
0	0
1	5
74	2861
0	1171
1024	2857
0	1244
3	8
0	1044
0	227
1	185
0	27
0	1092
0	51
18	142
0	28
0	37
0	10
0	101
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	0
0	1
0	2
0	1
0	2
0	1
0	0
0	0
0	0
0	0
0	0
1	3
1	3
0	0
0	0
0	1
0	0
0	0
0	1
0	1
0	2
24	71
0	36
1	32
0	15
0	5
0	0
0	1
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
24	191
0	5
1	155
0	158
1	3
2	16
0	34
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
542	79026
75	79014
107	79029
0	79012
836	79021
148	79026
132	79028
0	79289
104	62239
378	73764
6	8386
22	1574
3	983
1	705
12	40
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	395
0	458
2	401
1	361
0	33
0	16
6	631
6	27
0	12
3	36
2	4
0	15
4	26
0	23
1	26
2	635
3	5
0	57
0	31
0	280
0	85
0	3
0	1
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
129	827
5	666
0	99
1	205
5	345
0	130
109	100
0	100
1	60
0	111
0	362
0	619
2	113
5	95
0	624
0	634
0	561
12	280
0	204
0	190
0	235
0	10
8	40
3	99
0	153
0	235
0	137
0	154
0	220
0	156
2	210
0	34
0	0
1	0
0	0
0	0
0	0
17566	15
616	1488
0	90
0	951
0	66
1	163
3	248
0	105
6	90
0	36
1	155
1	29
0	239
4	289
2	22
338	136
2	1
0	104
1	110
0	45
1	22
0	20
0	18
52	75
0	17
12	48
0	0
1	5
0	2
0	2
0	0
0	2
0	0
0	0
0	0
0	0
0	0
22	85
0	63
0	32
0	11
0	12
0	2
0	0
0	2
1	0
1	0
0	1
1	0
0	1
0	0
0	1
1	2
0	2
0	1
0	5249
0	1236
1	1208
4	124
5	790
0	1476
2	138
0	1548
0	1284
1	612
0	3041
0	637
0	0
0	1
0	0
0	0
0	1
0	0
0	0
0	0
0	0
885	1042
2	171
1	33
39	838
2	1
0	41
0	0
0	1
0	0
0	0
0	0
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	121
1	124
0	9
0	22
0	8
0	8
0	11
4	142
0	7
0	6
5	12
0	3
0	8
0	9
1	8
0	143
0	0
0	0
0	0
0	0
0	0
380	2777
157	767
1	329
1	373
250	2315
3	26
3	111
0	85
39	702
98	4905
6123	86755
228	59249
85	4535
0	43742
128	69249
27	870
226	47588
44	1009
2	5648
4	4
1	2
2	4
0	0
0	0
0	1
1	5
0	4
0	5
0	3
0	2
0	2
0	2
0	1
1	0
0	77
78	77
0	5
0	5
0	0
0	0
89	0
2	427
4	426
0	432
0	138
0	26
0	16
0	0
0	5
3	11
0	15
0	45
0	0
0	5
0	3
0	45
15	2570
8	2089
0	1231
5	6
0	1338
1	60
1	9
0	19
0	1289
0	1438
0	102
1	8
0	140
9	156
0	52
0	39
0	135
8	31
0	1846
0	1480
0	168
7	1711
8	197
0	437
6	1711
0	1505
3	99
2	1701
1	423
0	198
1	1505
3	207
2	284
1	282
0	885
10	88
0	21
2	8
0	72
0	9
1	6
1	56
0	4
5	67
12	10
0	0
0	0
0	0
0	0
0	0
1	76
2	35
0	10
1	0
0	0
5	689
938	699
3	385
0	81
1	125
0	267
0	410
0	351
1	58
1	21
0	146
6	286
1	209
2	351
4	338
0	9
4	32
1	64
44	20
0	20
1395	4
0	182
0	63
0	5
1	33
217	86
0	31
0	52
46	181
0	350
1	639
0	349
0	446
9	314
0	281
0	228
2	35
0	36
0	48
0	29
0	41
2	423
0	163
9	30
1	79
0	80
0	12
0	56
1	46
0	15
0	6
0	21
1	41
0	6
0	8
0	7
0	4
3	10130
1	5992
0	10093
2	10104
0	13801
27	15552
41	13818
268	17888
0	15374
0	7908
2	9533
0	449
11	9647
0	9443
0	4061
1	15372
52	0
0	216
0	176
1	141
0	89
0	32
0	84
1	78
1	88
0	35
5	36
0	29
0	33
0	4
0	2
0	2
180	87
0	65
1	50
0	40
0	25
1	28
0	212
0	212
9	171
0	219
0	187
0	56
0	41
0	197
0	1
0	1
0	1
0	1
0	0
0	54
7	63
1	62
0	35
0	0
0	0
0	52
1	7
0	10
15	31
0	2
0	8
0	2
0	5
0	33
5	23
0	10
2	363
1	1
0	1
0	0
0	0
0	0
0	1
39	1277
1	1080
0	577
0	509
0	569
0	673
0	382
1	128
52	1
1	1
0	0
0	0
0	0
2	36
11	66
16	49
4	54
2	54
0	26
0	0
0	11
0	20
0	20
0	11
4	320
2	1018
0	1115
0	1507
42	905
0	1759
2	1906
0	976
0	972
2	510
1	24
1	407
45	77
0	6
0	0
0	126
0	338
1	374
20	250
2	169
1	22
5	44
524	0
34	161
0	143
1	26
0	27
0	149
0	22
0	30
0	19
0	121
0	152
0	22
0	168
0	15
0	7
1	0
0	10
0	6
0	12
0	48
20	1572
0	2718
3	815
0	1110
1	1514
1	1486
0	524
1	618
5	955
3	452
1	203
0	560
2	509
3	367
0	314
1	341
14	62
0	2249
0	0
3	0
0	0
0	21
0	16
0	9
0	22
0	6
0	6
0	3
0	0
0	0
0	11
0	12
0	1
0	0
0	10
0	10
0	0
0	0
0	5
0	10
0	0
0	0
0	0
0	0
0	0
0	0
0	252
0	0
0	0
0	211
258	447
1	70
0	371
0	226
0	286
6	323
1	287
1	193
0	47
1	3
1	45
2	8
0	5
62	801
47	768
6	2
4	664
3	635
1	476
7	20
0	8
6	182
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	195
19	2359
45	465
0	277
20	393
0	372
2	284
1	383
0	292
2	1728
0	153
0	296
11	2024
0	300
2	277
2	40
5	16
2	87
6	181
0	231
2	13
0	0
0	0
0	0
686	681
0	161
0	230
4	404
0	278
4	2
74	853
94	1003
0	5
0	77
1	75
0	1
0	7
0	12
1	21
0	10
1	79
0	0
0	0
0	41
4	46
0	35
2	33
2	13
0	26
0	32
15	4
41	5920
1	2229
4	5437
0	0
0	0
0	0
0	0
0	0
0	0
10	38
0	1
0	16
0	7
0	5
0	0
0	37
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	2
0	2
0	1
5	20
0	1
0	1
0	0
0	0
0	1
0	1
0	0
0	0
0	1
0	1
0	3
0	1
0	1
1	0
0	0
127	1
0	88
9	14
0	10
2	2
0	12
0	97
0	106
0	92
3829	389
1	151
3	93
3	3
0	56
0	6
26	45
88	31
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	129
3	196
17	222
2	14
0	50
9	68
6	25
0	52
9	11
0	19
2	12
0	28
0	3
6	28
0	466
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
1	1
6	283
6	283
1	1
1	35
0	2
0	46
4	14
0	3
1	0
0	0
0	0
0	0
